date,channel,campaign,ad_spend,clicks,conversions,ROAS
2025-09-16,Google,Google 통합 캠페인,30736.239999999998,349,32,3799.45
2025-09-16,Instagram,Instagram 통합 캠페인,18880.8,160,12,2050.32
2025-09-16,Meta,Meta 통합 캠페인,22218.16,190,10,1604.08
2025-09-16,Naver,Naver 통합 캠페인,27328.15,316,20,2860.32
2025-09-17,Google,Google 통합 캠페인,28759.97,320,19,2558.1
2025-09-17,Instagram,Instagram 통합 캠페인,20907.98,232,18,2584.71
2025-09-17,Meta,Meta 통합 캠페인,23892.33,237,23,2875.96
2025-09-17,Naver,Naver 통합 캠페인,29406.15,290,17,1529.13
2025-09-18,Google,Google 통합 캠페인,36331.25,427,33,3387.45
2025-09-18,Instagram,Instagram 통합 캠페인,22912.260000000002,195,12,2276.79
2025-09-18,Meta,Meta 통합 캠페인,27537.18,232,15,1684.89
2025-09-18,Naver,Naver 통합 캠페인,31142.83,346,30,3135.41
2025-09-19,Google,Google 통합 캠페인,41788.8,548,37,3763.84
2025-09-19,Instagram,Instagram 통합 캠페인,24058.739999999998,251,17,2399.2
2025-09-19,Meta,Meta 통합 캠페인,30514.37,270,20,2105.75
2025-09-19,Naver,Naver 통합 캠페인,35040.57,407,30,3183.78
2025-09-20,Google,Google 통합 캠페인,45331.41,517,41,3480.81
2025-09-20,Instagram,Instagram 통합 캠페인,27906.6,232,16,2304.18
2025-09-20,Meta,Meta 통합 캠페인,35119.37,279,13,1534.87
2025-09-20,Naver,Naver 통합 캠페인,38905.47,440,31,3307.73
2025-09-21,Google,Google 통합 캠페인,36708.72,463,27,2555.65
2025-09-21,Instagram,Instagram 통합 캠페인,22816.72,212,10,1518.48
2025-09-21,Meta,Meta 통합 캠페인,27567.370000000003,272,15,1683.15
2025-09-21,Naver,Naver 통합 캠페인,30132.87,339,25,2985.35
2025-09-22,Google,Google 통합 캠페인,31299.69,349,17,2012.66
2025-09-22,Instagram,Instagram 통합 캠페인,18030.35,150,6,954.68
2025-09-22,Meta,Meta 통합 캠페인,22591.55,205,19,2934.33
2025-09-22,Naver,Naver 통합 캠페인,27876.75,310,22,2516.38
2025-09-23,Google,Google 통합 캠페인,35620.229999999996,449,31,3480.41
2025-09-23,Instagram,Instagram 통합 캠페인,21539.88,211,12,2004.48
2025-09-23,Meta,Meta 통합 캠페인,27930.84,264,23,2562.59
2025-09-23,Naver,Naver 통합 캠페인,32229.260000000002,327,23,2407.85
2025-09-24,Google,Google 통합 캠페인,33879.1,396,30,3353.44
2025-09-24,Instagram,Instagram 통합 캠페인,21353.88,176,9,1645.48
2025-09-24,Meta,Meta 통합 캠페인,23791.22,220,14,2035.15
2025-09-24,Naver,Naver 통합 캠페인,29916.170000000002,338,27,2745.98
2025-09-25,Google,Google 통합 캠페인,32658.15,351,36,4431.64
2025-09-25,Instagram,Instagram 통합 캠페인,19782.27,166,10,1902.21
2025-09-25,Meta,Meta 통합 캠페인,23613.43,194,12,1306.21
2025-09-25,Naver,Naver 통합 캠페인,30035.670000000002,282,29,3298.38
2025-09-26,Google,Google 통합 캠페인,42793.46,446,35,3006.6
2025-09-26,Instagram,Instagram 통합 캠페인,24989.54,204,10,1240.06
2025-09-26,Meta,Meta 통합 캠페인,32296.73,270,18,2306.26
2025-09-26,Naver,Naver 통합 캠페인,35402.65,368,28,2358.55
2025-09-27,Google,Google 통합 캠페인,51067.59,575,44,3056.32
2025-09-27,Instagram,Instagram 통합 캠페인,32580.120000000003,316,21,2145.03
2025-09-27,Meta,Meta 통합 캠페인,38192.7,373,22,2322.78
2025-09-27,Naver,Naver 통합 캠페인,42308.97,485,41,3170.47
2025-09-28,Google,Google 통합 캠페인,41203.12,484,40,4604.9
2025-09-28,Instagram,Instagram 통합 캠페인,26277.16,202,16,2244.07
2025-09-28,Meta,Meta 통합 캠페인,30302.33,280,31,3739.56
2025-09-28,Naver,Naver 통합 캠페인,35338.55,403,24,2594.9
2025-09-29,Google,Google 통합 캠페인,35456.4,424,32,2753.82
2025-09-29,Instagram,Instagram 통합 캠페인,22428.07,214,21,3167.48
2025-09-29,Meta,Meta 통합 캠페인,28321.82,254,14,2334.44
2025-09-29,Naver,Naver 통합 캠페인,31796.059999999998,374,32,3348.47
2025-09-30,Google,Google 통합 캠페인,34358.83,405,19,2147.94
2025-09-30,Instagram,Instagram 통합 캠페인,20351.71,192,12,1941.5
2025-09-30,Meta,Meta 통합 캠페인,25591.36,204,16,2388.68
2025-09-30,Naver,Naver 통합 캠페인,28101.879999999997,293,21,2625.5
2025-10-01,Google,Google 통합 캠페인,34924.25,412,26,2984.95
2025-10-01,Instagram,Instagram 통합 캠페인,21330.29,165,8,1307.85
2025-10-01,Meta,Meta 통합 캠페인,26613.089999999997,205,19,3046.64
2025-10-01,Naver,Naver 통합 캠페인,29294.02,282,21,2539.38
2025-10-02,Google,Google 통합 캠페인,34405.79,365,29,3633.5
2025-10-02,Instagram,Instagram 통합 캠페인,21410.84,176,12,1786.24
2025-10-02,Meta,Meta 통합 캠페인,28231.620000000003,292,36,4222.0
2025-10-02,Naver,Naver 통합 캠페인,32201.9,316,24,2385.46
2025-10-03,Google,Google 통합 캠페인,39471.09,472,37,3177.92
2025-10-03,Instagram,Instagram 통합 캠페인,24198.55,221,15,2827.47
2025-10-03,Meta,Meta 통합 캠페인,29615.21,280,28,3617.96
2025-10-03,Naver,Naver 통합 캠페인,33336.74,346,29,2972.1
2025-10-04,Google,Google 통합 캠페인,51533.78,565,27,2285.06
2025-10-04,Instagram,Instagram 통합 캠페인,31619.54,280,17,2176.1
2025-10-04,Meta,Meta 통합 캠페인,38027.14,331,18,1346.93
2025-10-04,Naver,Naver 통합 캠페인,44588.08,513,33,2534.52
2025-10-05,Google,Google 통합 캠페인,43141.16,443,29,2379.22
2025-10-05,Instagram,Instagram 통합 캠페인,27199.48,246,18,1979.89
2025-10-05,Meta,Meta 통합 캠페인,32749.58,309,19,2178.24
2025-10-05,Naver,Naver 통합 캠페인,36383.02,398,29,2649.99
2025-10-06,Google,Google 통합 캠페인,34407.02,393,28,2968.16
2025-10-06,Instagram,Instagram 통합 캠페인,20963.9,197,14,2159.27
2025-10-06,Meta,Meta 통합 캠페인,25369.63,234,17,2570.33
2025-10-06,Naver,Naver 통합 캠페인,31785.22,305,25,1798.8
2025-10-07,Google,Google 통합 캠페인,30292.85,352,26,3103.78
2025-10-07,Instagram,Instagram 통합 캠페인,18922.77,185,13,2374.44
2025-10-07,Meta,Meta 통합 캠페인,22907.41,214,18,2632.61
2025-10-07,Naver,Naver 통합 캠페인,28097.62,305,17,1701.92
2025-10-08,Google,Google 통합 캠페인,36111.92,432,34,3351.15
2025-10-08,Instagram,Instagram 통합 캠페인,23553.28,199,12,1772.75
2025-10-08,Meta,Meta 통합 캠페인,28587.69,250,17,2375.92
2025-10-08,Naver,Naver 통합 캠페인,30275.75,314,25,2483.3
2025-10-09,Google,Google 통합 캠페인,38494.69,475,34,2865.88
2025-10-09,Instagram,Instagram 통합 캠페인,24596.71,227,20,3058.34
2025-10-09,Meta,Meta 통합 캠페인,29278.14,295,16,1971.03
2025-10-09,Naver,Naver 통합 캠페인,33006.12,343,25,2527.53
2025-10-10,Google,Google 통합 캠페인,47658.89,542,29,2255.39
2025-10-10,Instagram,Instagram 통합 캠페인,29509.41,271,10,1294.32
2025-10-10,Meta,Meta 통합 캠페인,35410.09,329,27,2914.05
2025-10-10,Naver,Naver 통합 캠페인,39781.08,437,28,2869.46
2025-10-11,Google,Google 통합 캠페인,51515.03,633,48,3675.27
2025-10-11,Instagram,Instagram 통합 캠페인,31855.08,255,20,1878.38
2025-10-11,Meta,Meta 통합 캠페인,37707.47,344,30,3382.83
2025-10-11,Naver,Naver 통합 캠페인,43427.06,491,40,3390.02
2025-10-12,Google,Google 통합 캠페인,41002.55,466,33,2939.88
2025-10-12,Instagram,Instagram 통합 캠페인,25449.34,262,17,2670.46
2025-10-12,Meta,Meta 통합 캠페인,30498.95,271,22,2545.26
2025-10-12,Naver,Naver 통합 캠페인,34052.89,352,25,2553.92
2025-10-13,Google,Google 통합 캠페인,35828.05,464,35,4352.21
2025-10-13,Instagram,Instagram 통합 캠페인,21988.56,199,16,2633.45
2025-10-13,Meta,Meta 통합 캠페인,26501.85,243,17,2215.75
2025-10-13,Naver,Naver 통합 캠페인,31851.760000000002,350,24,1892.3
2025-10-14,Google,Google 통합 캠페인,35317.53,385,32,3538.48
2025-10-14,Instagram,Instagram 통합 캠페인,22592.8,214,16,2359.25
2025-10-14,Meta,Meta 통합 캠페인,26768.36,226,10,1264.76
2025-10-14,Naver,Naver 통합 캠페인,31751.79,336,29,3433.75
2025-10-15,Google,Google 통합 캠페인,31452.59,372,33,4090.57
2025-10-15,Instagram,Instagram 통합 캠페인,20341.45,197,8,1552.03
2025-10-15,Meta,Meta 통합 캠페인,24987.95,212,16,1788.55
2025-10-15,Naver,Naver 통합 캠페인,28041.68,323,28,3023.8
2025-10-16,Google,Google 통합 캠페인,39538.94,459,33,2922.45
2025-10-16,Instagram,Instagram 통합 캠페인,24148.47,228,17,2832.66
2025-10-16,Meta,Meta 통합 캠페인,30197.08,230,11,1181.37
2025-10-16,Naver,Naver 통합 캠페인,34462.57,391,19,2512.81
2025-10-17,Google,Google 통합 캠페인,37523.38,424,18,1716.39
2025-10-17,Instagram,Instagram 통합 캠페인,24777.35,209,18,2453.55
2025-10-17,Meta,Meta 통합 캠페인,28960.94,246,14,1784.11
2025-10-17,Naver,Naver 통합 캠페인,31692.97,339,28,3104.63
2025-10-18,Google,Google 통합 캠페인,50877.76,572,35,2933.66
2025-10-18,Instagram,Instagram 통합 캠페인,31040.510000000002,325,19,2248.9
2025-10-18,Meta,Meta 통합 캠페인,39364.04,366,32,3079.24
2025-10-18,Naver,Naver 통합 캠페인,42385.26,421,27,1951.85
2025-10-19,Google,Google 통합 캠페인,37149.3,404,30,3291.77
2025-10-19,Instagram,Instagram 통합 캠페인,24385.92,202,15,2191.1
2025-10-19,Meta,Meta 통합 캠페인,28848.59,261,29,3755.03
2025-10-19,Naver,Naver 통합 캠페인,31570.73,325,26,2805.01
2025-10-20,Google,Google 통합 캠페인,28928.53,330,26,2896.15
2025-10-20,Instagram,Instagram 통합 캠페인,18919.15,157,11,1864.4
2025-10-20,Meta,Meta 통합 캠페인,23989.829999999998,237,22,3432.4
2025-10-20,Naver,Naver 통합 캠페인,26878.85,320,25,3002.44
2025-10-21,Google,Google 통합 캠페인,26164.35,308,26,3695.15
2025-10-21,Instagram,Instagram 통합 캠페인,18045.69,185,17,3185.08
2025-10-21,Meta,Meta 통합 캠페인,21189.18,190,16,2492.7
2025-10-21,Naver,Naver 통합 캠페인,22707.67,274,23,2783.99
2025-10-22,Google,Google 통합 캠페인,33419.020000000004,385,29,3612.78
2025-10-22,Instagram,Instagram 통합 캠페인,20340.4,222,21,3820.69
2025-10-22,Meta,Meta 통합 캠페인,24853.03,238,25,4564.9
2025-10-22,Naver,Naver 통합 캠페인,28776.75,299,33,4685.14
2025-10-23,Google,Google 통합 캠페인,37456.99,499,30,3200.87
2025-10-23,Instagram,Instagram 통합 캠페인,21299.37,188,14,2426.4
2025-10-23,Meta,Meta 통합 캠페인,27571.97,247,13,1670.61
2025-10-23,Naver,Naver 통합 캠페인,31973.79,339,21,2420.4
2025-10-24,Google,Google 통합 캠페인,38067.58,435,34,3660.72
2025-10-24,Instagram,Instagram 통합 캠페인,24055.03,227,17,2619.99
2025-10-24,Meta,Meta 통합 캠페인,29759.66,269,24,3311.54
2025-10-24,Naver,Naver 통합 캠페인,34151.99,311,25,2357.93
2025-10-25,Google,Google 통합 캠페인,47891.86,544,44,3521.59
2025-10-25,Instagram,Instagram 통합 캠페인,27885.04,252,23,3134.98
2025-10-25,Meta,Meta 통합 캠페인,33424.12,280,26,2557.91
2025-10-25,Naver,Naver 통합 캠페인,39661.18,419,37,2971.44
2025-10-26,Google,Google 통합 캠페인,41107.4,448,18,1610.45
2025-10-26,Instagram,Instagram 통합 캠페인,27324.260000000002,265,12,1715.76
2025-10-26,Meta,Meta 통합 캠페인,33310.42,321,34,3608.99
2025-10-26,Naver,Naver 통합 캠페인,34438.9,388,30,3216.71
2025-10-27,Google,Google 통합 캠페인,33807.69,397,30,3349.92
2025-10-27,Instagram,Instagram 통합 캠페인,22394.329999999998,177,15,2628.38
2025-10-27,Meta,Meta 통합 캠페인,26243.31,211,10,1716.37
2025-10-27,Naver,Naver 통합 캠페인,29452.64,370,32,3378.89
2025-10-28,Google,Google 통합 캠페인,33366.27,403,27,2927.08
2025-10-28,Instagram,Instagram 통합 캠페인,22241.08,188,10,1505.33
2025-10-28,Meta,Meta 통합 캠페인,26827.35,238,19,1968.4
2025-10-28,Naver,Naver 통합 캠페인,29564.18,314,24,2602.22
2025-10-29,Google,Google 통합 캠페인,36887.2,448,28,2805.21
2025-10-29,Instagram,Instagram 통합 캠페인,24439.45,229,17,2292.36
2025-10-29,Meta,Meta 통합 캠페인,28985.38,287,16,1846.45
2025-10-29,Naver,Naver 통합 캠페인,32457.96,359,33,3781.05
2025-10-30,Google,Google 통합 캠페인,34799.07,415,28,3048.79
2025-10-30,Instagram,Instagram 통합 캠페인,20022.510000000002,201,17,3211.85
2025-10-30,Meta,Meta 통합 캠페인,27859.57,248,12,1449.15
2025-10-30,Naver,Naver 통합 캠페인,29560.969999999998,333,22,2504.36
2025-10-31,Google,Google 통합 캠페인,40721.08,449,29,2700.2
2025-10-31,Instagram,Instagram 통합 캠페인,25373.59,260,17,2320.86
2025-10-31,Meta,Meta 통합 캠페인,31798.23,293,22,2520.82
2025-10-31,Naver,Naver 통합 캠페인,34263.4,359,16,1618.88
2025-11-01,Google,Google 통합 캠페인,53985.42,594,46,3247.87
2025-11-01,Instagram,Instagram 통합 캠페인,32609.78,329,23,2832.49
2025-11-01,Meta,Meta 통합 캠페인,41037.93,323,24,2016.86
2025-11-01,Naver,Naver 통합 캠페인,45708.59,487,29,1947.96
2025-11-02,Google,Google 통합 캠페인,49675.72,616,41,3223.38
2025-11-02,Instagram,Instagram 통합 캠페인,29434.129999999997,306,24,2987.33
2025-11-02,Meta,Meta 통합 캠페인,35995.53,299,29,3417.83
2025-11-02,Naver,Naver 통합 캠페인,39656.39,431,38,3375.03
2025-11-03,Google,Google 통합 캠페인,33985.119999999995,385,26,3092.99
2025-11-03,Instagram,Instagram 통합 캠페인,19569.8,182,12,2199.08
2025-11-03,Meta,Meta 통합 캠페인,24751.66,216,21,3659.1
2025-11-03,Naver,Naver 통합 캠페인,28482.14,279,20,1986.63
2025-11-04,Google,Google 통합 캠페인,36151.59,406,31,3267.43
2025-11-04,Instagram,Instagram 통합 캠페인,24618.329999999998,251,11,1355.17
2025-11-04,Meta,Meta 통합 캠페인,29362.19,286,22,2828.98
2025-11-04,Naver,Naver 통합 캠페인,33547.47,350,23,2531.55
2025-11-05,Google,Google 통합 캠페인,40268.19,494,40,3514.91
2025-11-05,Instagram,Instagram 통합 캠페인,25808.27,236,13,1840.11
2025-11-05,Meta,Meta 통합 캠페인,30561.75,292,32,3805.73
2025-11-05,Naver,Naver 통합 캠페인,36156.83,397,22,2017.48
2025-11-06,Google,Google 통합 캠페인,40897.87,480,36,2739.88
2025-11-06,Instagram,Instagram 통합 캠페인,26313.37,250,16,1982.76
2025-11-06,Meta,Meta 통합 캠페인,30923.12,284,27,3119.79
2025-11-06,Naver,Naver 통합 캠페인,35565.06,412,33,3169.41
2025-11-07,Google,Google 통합 캠페인,52823.880000000005,652,44,3645.45
2025-11-07,Instagram,Instagram 통합 캠페인,30706.6,291,17,2021.4
2025-11-07,Meta,Meta 통합 캠페인,37282.5,323,28,3024.13
2025-11-07,Naver,Naver 통합 캠페인,44319.380000000005,490,27,2317.35
2025-11-08,Google,Google 통합 캠페인,55520.83,674,47,3471.64
2025-11-08,Instagram,Instagram 통합 캠페인,32823.97,303,18,2271.46
2025-11-08,Meta,Meta 통합 캠페인,42073.24,378,29,2830.83
2025-11-08,Naver,Naver 통합 캠페인,44885.92,468,27,1920.79
2025-11-09,Google,Google 통합 캠페인,53517.71,654,54,3965.55
2025-11-09,Instagram,Instagram 통합 캠페인,29927.98,285,23,3218.35
2025-11-09,Meta,Meta 통합 캠페인,38564.13,347,18,1771.89
2025-11-09,Naver,Naver 통합 캠페인,44399.57,472,29,2423.81
2025-11-10,Google,Google 통합 캠페인,31644.42,351,28,2697.17
2025-11-10,Instagram,Instagram 통합 캠페인,20019.29,172,10,1214.59
2025-11-10,Meta,Meta 통합 캠페인,24264.0,198,9,1084.2
2025-11-10,Naver,Naver 통합 캠페인,30838.03,293,23,2046.42
2025-11-11,Google,Google 통합 캠페인,36195.61,440,32,3640.75
2025-11-11,Instagram,Instagram 통합 캠페인,23099.28,233,21,3482.59
2025-11-11,Meta,Meta 통합 캠페인,27006.64,252,15,2310.95
2025-11-11,Naver,Naver 통합 캠페인,32744.480000000003,347,42,5133.15
2025-11-12,Google,Google 통합 캠페인,39731.29,460,38,3218.14
2025-11-12,Instagram,Instagram 통합 캠페인,24424.03,245,13,2016.74
2025-11-12,Meta,Meta 통합 캠페인,31688.15,273,24,2505.97
2025-11-12,Naver,Naver 통합 캠페인,35738.2,411,31,2416.78
2025-11-13,Google,Google 통합 캠페인,42930.6,492,27,2104.19
2025-11-13,Instagram,Instagram 통합 캠페인,25385.41,216,15,1910.88
2025-11-13,Meta,Meta 통합 캠페인,32180.43,287,19,2391.46
2025-11-13,Naver,Naver 통합 캠페인,36572.09,420,24,2295.76
2025-11-14,Google,Google 통합 캠페인,52942.81,641,46,3673.12
2025-11-14,Instagram,Instagram 통합 캠페인,31645.91,313,22,2585.09
2025-11-14,Meta,Meta 통합 캠페인,38709.71,338,22,2223.94
2025-11-14,Naver,Naver 통합 캠페인,42973.4,432,37,3769.05
2025-11-15,Google,Google 통합 캠페인,58896.74,711,52,3414.25
2025-11-15,Instagram,Instagram 통합 캠페인,35720.71,369,18,2384.26
2025-11-15,Meta,Meta 통합 캠페인,44519.6,404,37,2842.16
2025-11-15,Naver,Naver 통합 캠페인,49311.44,538,33,2135.25
2025-11-16,Google,Google 통합 캠페인,47040.94,552,32,2923.39
2025-11-16,Instagram,Instagram 통합 캠페인,28607.23,271,27,3097.15
2025-11-16,Meta,Meta 통합 캠페인,37047.42,349,21,1943.57
2025-11-16,Naver,Naver 통합 캠페인,38456.0,382,31,3027.18
2025-11-17,Google,Google 통합 캠페인,41518.119999999995,472,42,3712.27
2025-11-17,Instagram,Instagram 통합 캠페인,25164.57,211,16,2168.81
2025-11-17,Meta,Meta 통합 캠페인,29417.089999999997,293,19,2843.48
2025-11-17,Naver,Naver 통합 캠페인,36248.33,421,30,2574.87
2025-11-18,Google,Google 통합 캠페인,34013.42,410,30,3058.25
2025-11-18,Instagram,Instagram 통합 캠페인,19985.94,197,12,2048.47
2025-11-18,Meta,Meta 통합 캠페인,26518.78,242,11,1129.78
2025-11-18,Naver,Naver 통합 캠페인,29973.13,289,25,2525.79
2025-11-19,Google,Google 통합 캠페인,37812.68,471,31,2619.54
2025-11-19,Instagram,Instagram 통합 캠페인,22373.4,225,15,2253.25
2025-11-19,Meta,Meta 통합 캠페인,28681.86,269,19,2573.87
2025-11-19,Naver,Naver 통합 캠페인,32956.06,345,28,2962.14
2025-11-20,Google,Google 통합 캠페인,56592.46000000001,667,53,3302.18
2025-11-20,Instagram,Instagram 통합 캠페인,35629.24,319,27,2893.9
2025-11-20,Meta,Meta 통합 캠페인,43497.0,438,32,2671.72
2025-11-20,Naver,Naver 통합 캠페인,50395.21000000001,478,34,2458.82
2025-11-21,Google,Google 통합 캠페인,57435.56,695,51,3623.02
2025-11-21,Instagram,Instagram 통합 캠페인,34843.3,353,27,2423.12
2025-11-21,Meta,Meta 통합 캠페인,45385.47,483,47,4169.68
2025-11-21,Naver,Naver 통합 캠페인,49830.15,517,41,2545.75
2025-11-22,Google,Google 통합 캠페인,76109.22,939,54,2226.83
2025-11-22,Instagram,Instagram 통합 캠페인,45623.979999999996,459,32,1965.32
2025-11-22,Meta,Meta 통합 캠페인,57164.89,560,36,1854.58
2025-11-22,Naver,Naver 통합 캠페인,62044.31,689,48,2262.59
2025-11-23,Google,Google 통합 캠페인,49464.93,534,39,2944.96
2025-11-23,Instagram,Instagram 통합 캠페인,35207.08,336,29,2700.25
2025-11-23,Meta,Meta 통합 캠페인,39473.87,385,30,2296.85
2025-11-23,Naver,Naver 통합 캠페인,47915.81,484,36,2227.78
2025-11-24,Google,Google 통합 캠페인,50871.49,569,48,3888.1
2025-11-24,Instagram,Instagram 통합 캠페인,28000.260000000002,279,24,2943.86
2025-11-24,Meta,Meta 통합 캠페인,36724.72,328,25,2784.39
2025-11-24,Naver,Naver 통합 캠페인,43092.0,412,32,2750.84
2025-11-25,Google,Google 통합 캠페인,57048.41,641,35,2546.06
2025-11-25,Instagram,Instagram 통합 캠페인,32794.479999999996,308,19,2194.99
2025-11-25,Meta,Meta 통합 캠페인,41913.13,375,29,2572.09
2025-11-25,Naver,Naver 통합 캠페인,47645.72,524,45,3144.98
2025-11-26,Google,Google 통합 캠페인,57041.54,602,55,3929.98
2025-11-26,Instagram,Instagram 통합 캠페인,33546.79,309,32,3503.76
2025-11-26,Meta,Meta 통합 캠페인,40506.71,399,40,4069.92
2025-11-26,Naver,Naver 통합 캠페인,46475.03,522,46,3675.65
2025-11-27,Google,Google 통합 캠페인,51314.26,608,54,3921.45
2025-11-27,Instagram,Instagram 통합 캠페인,30395.190000000002,281,25,2553.44
2025-11-27,Meta,Meta 통합 캠페인,38694.16,394,26,2831.81
2025-11-27,Naver,Naver 통합 캠페인,43731.35,445,31,2449.96
2025-11-28,Google,Google 통합 캠페인,53492.45,584,49,2782.47
2025-11-28,Instagram,Instagram 통합 캠페인,33175.05,341,32,3092.44
2025-11-28,Meta,Meta 통합 캠페인,40935.83,381,28,2083.06
2025-11-28,Naver,Naver 통합 캠페인,45997.549999999996,479,41,2708.45
2025-11-29,Google,Google 통합 캠페인,52733.8,583,46,2752.79
2025-11-29,Instagram,Instagram 통합 캠페인,34993.16,358,24,2252.89
2025-11-29,Meta,Meta 통합 캠페인,42607.26,375,30,2070.71
2025-11-29,Naver,Naver 통합 캠페인,48933.54,510,40,2521.42
2025-11-30,Google,Google 통합 캠페인,46547.7,495,51,3509.44
2025-11-30,Instagram,Instagram 통합 캠페인,30060.87,245,23,2531.04
2025-11-30,Meta,Meta 통합 캠페인,35700.64,311,29,2403.5
2025-11-30,Naver,Naver 통합 캠페인,42700.96,381,31,2197.96
2025-12-01,Google,Google 통합 캠페인,39572.3,458,43,2809.49
2025-12-01,Instagram,Instagram 통합 캠페인,27589.09,291,35,3198.62
2025-12-01,Meta,Meta 통합 캠페인,31742.16,330,32,2660.5
2025-12-01,Naver,Naver 통합 캠페인,38623.0,415,41,2852.71
2025-12-02,Google,Google 통합 캠페인,36972.46,437,32,2340.86
2025-12-02,Instagram,Instagram 통합 캠페인,25775.74,263,12,1150.52
2025-12-02,Meta,Meta 통합 캠페인,28425.87,243,23,2528.72
2025-12-02,Naver,Naver 통합 캠페인,35196.1,390,36,2929.41
2025-12-03,Google,Google 통합 캠페인,41555.049999999996,488,47,3054.04
2025-12-03,Instagram,Instagram 통합 캠페인,26615.02,253,15,1861.78
2025-12-03,Meta,Meta 통합 캠페인,32447.809999999998,300,30,3100.63
2025-12-03,Naver,Naver 통합 캠페인,39494.15,461,37,2659.96
2025-12-04,Google,Google 통합 캠페인,32305.88,380,20,1982.3
2025-12-04,Instagram,Instagram 통합 캠페인,21955.149999999998,206,18,2876.15
2025-12-04,Meta,Meta 통합 캠페인,25577.670000000002,238,14,1606.82
2025-12-04,Naver,Naver 통합 캠페인,30070.45,300,27,2422.04
2025-12-05,Google,Google 통합 캠페인,36874.5,399,24,2300.87
2025-12-05,Instagram,Instagram 통합 캠페인,25429.02,232,15,1666.43
2025-12-05,Meta,Meta 통합 캠페인,28807.43,281,21,2586.44
2025-12-05,Naver,Naver 통합 캠페인,32249.329999999998,375,22,2043.78
2025-12-06,Google,Google 통합 캠페인,34158.18,415,32,2724.25
2025-12-06,Instagram,Instagram 통합 캠페인,22740.350000000002,200,16,1972.3
2025-12-06,Meta,Meta 통합 캠페인,26183.46,218,15,1597.24
2025-12-06,Naver,Naver 통합 캠페인,31660.82,319,21,1817.23
2025-12-07,Google,Google 통합 캠페인,36545.74,377,29,2437.63
2025-12-07,Instagram,Instagram 통합 캠페인,25438.21,233,12,1380.28
2025-12-07,Meta,Meta 통합 캠페인,29111.489999999998,288,22,2513.62
2025-12-07,Naver,Naver 통합 캠페인,33438.340000000004,368,41,3988.1
2025-12-08,Google,Google 통합 캠페인,36763.21,388,29,2398.78
2025-12-08,Instagram,Instagram 통합 캠페인,23322.34,234,16,1860.95
2025-12-08,Meta,Meta 통합 캠페인,30063.96,244,16,1709.35
2025-12-08,Naver,Naver 통합 캠페인,34456.12,307,20,2001.99
2025-12-09,Google,Google 통합 캠페인,40393.46,441,36,3230.24
2025-12-09,Instagram,Instagram 통합 캠페인,25131.2,234,10,1466.03
2025-12-09,Meta,Meta 통합 캠페인,32041.38,275,17,1659.54
2025-12-09,Naver,Naver 통합 캠페인,36655.22,383,25,2220.95
2025-12-10,Google,Google 통합 캠페인,43188.43,506,46,3945.37
2025-12-10,Instagram,Instagram 통합 캠페인,25221.73,236,18,2598.78
2025-12-10,Meta,Meta 통합 캠페인,31343.120000000003,254,25,2439.3
2025-12-10,Naver,Naver 통합 캠페인,36358.54,425,25,2108.72
2025-12-11,Google,Google 통합 캠페인,44206.82,550,44,4230.72
2025-12-11,Instagram,Instagram 통합 캠페인,28184.940000000002,235,14,1401.86
2025-12-11,Meta,Meta 통합 캠페인,33198.11,334,26,2953.42
2025-12-11,Naver,Naver 통합 캠페인,37420.18,405,32,2600.98
2025-12-12,Google,Google 통합 캠페인,43729.55,516,41,3579.27
2025-12-12,Instagram,Instagram 통합 캠페인,25648.96,259,19,2703.97
2025-12-12,Meta,Meta 통합 캠페인,31962.1,306,28,2855.28
2025-12-12,Naver,Naver 통합 캠페인,38276.69,380,31,2977.42
2025-12-13,Google,Google 통합 캠페인,45652.88,504,32,2007.09
2025-12-13,Instagram,Instagram 통합 캠페인,27911.09,278,25,2570.15
2025-12-13,Meta,Meta 통합 캠페인,36193.1,307,22,1728.46
2025-12-13,Naver,Naver 통합 캠페인,38004.7,423,30,2246.14
2025-12-14,Google,Google 통합 캠페인,32470.98,417,28,2493.79
2025-12-14,Instagram,Instagram 통합 캠페인,21283.82,200,17,2174.62
2025-12-14,Meta,Meta 통합 캠페인,27178.1,275,19,2122.68
2025-12-14,Naver,Naver 통합 캠페인,30570.81,340,25,2363.5
2025-12-15,Google,Google 통합 캠페인,38507.35,442,41,3849.81
2025-12-15,Instagram,Instagram 통합 캠페인,22537.3,200,14,1949.01
2025-12-15,Meta,Meta 통합 캠페인,28970.059999999998,264,18,2335.64
2025-12-15,Naver,Naver 통합 캠페인,34791.979999999996,372,23,2329.74
2025-12-16,Google,Google 통합 캠페인,35210.57,420,26,2634.64
2025-12-16,Instagram,Instagram 통합 캠페인,21668.69,185,10,1590.53
2025-12-16,Meta,Meta 통합 캠페인,26252.079999999998,256,18,1678.07
2025-12-16,Naver,Naver 통합 캠페인,32933.97,316,18,1692.98
2025-12-17,Google,Google 통합 캠페인,37590.8,458,29,3251.88
2025-12-17,Instagram,Instagram 통합 캠페인,24423.04,221,10,1297.5
2025-12-17,Meta,Meta 통합 캠페인,30652.91,281,27,2846.75
2025-12-17,Naver,Naver 통합 캠페인,32822.1,336,22,2056.29
2025-12-18,Google,Google 통합 캠페인,36530.43,440,29,2687.52
