date,customer_segment,acquisition_channel,new_customers,signups,returning_customers,repeat_purchase_rate,cart_abandon_rate,coupon_redemption_count,clicks,attributed_revenue
2025-09-06,VIP,Naver,1,1,1,0.5592,0.1824,0,2,3657
2025-09-06,VIP,Instagram,0,0,0,0.5157,0.1235,0,1,1172
2025-09-06,휴면 복귀,Meta,0,0,2,0.2521,0.3325,0,19,20224
2025-09-06,휴면 복귀,Google,0,0,0,0.213,0.3364,0,3,2670
2025-09-06,휴면 복귀,Naver,3,3,2,0.2544,0.3345,1,1,700
2025-09-06,휴면 복귀,Instagram,1,1,0,0.2164,0.3296,0,23,22050
2025-09-07,신규 탐색,Meta,0,0,1,0.0959,0.3323,0,24,15109
2025-09-07,신규 탐색,Google,4,5,0,0.1798,0.2796,0,32,25956
2025-09-07,신규 탐색,Naver,1,1,0,0.1537,0.2795,0,37,32321
2025-09-07,신규 탐색,Instagram,1,1,0,0.0888,0.3042,0,26,14009
2025-09-07,가격 민감,Meta,0,0,0,0.184,0.4019,0,26,13269
2025-09-07,가격 민감,Google,2,2,2,0.1779,0.4181,0,20,9136
2025-09-07,가격 민감,Naver,1,1,2,0.1784,0.375,0,5,4129
2025-09-07,가격 민감,Instagram,0,0,0,0.1949,0.4029,0,6,4199
2025-09-07,재구매 후보,Meta,0,0,0,0.399,0.2684,0,7,10349
2025-09-07,재구매 후보,Google,2,2,0,0.3715,0.2454,0,24,22594
2025-09-07,재구매 후보,Naver,1,1,1,0.3749,0.219,0,6,5321
2025-09-07,재구매 후보,Instagram,1,1,0,0.3169,0.2043,0,11,18416
2025-09-07,VIP,Meta,2,2,3,0.5138,0.1835,0,13,26216
2025-09-07,VIP,Google,0,0,0,0.4679,0.1717,0,33,44466
2025-09-07,VIP,Naver,0,0,0,0.4712,0.1491,0,4,9053
2025-09-07,VIP,Instagram,0,0,0,0.5232,0.1614,0,1,1173
2025-09-07,휴면 복귀,Meta,6,6,3,0.189,0.3161,1,25,21161
2025-09-07,휴면 복귀,Google,0,0,0,0.226,0.3483,0,27,30415
2025-09-07,휴면 복귀,Naver,0,0,0,0.2136,0.2937,0,8,5695
2025-09-07,휴면 복귀,Instagram,0,0,1,0.237,0.3333,0,10,6498
2025-09-08,신규 탐색,Meta,4,4,1,0.1265,0.2837,0,26,29076
2025-09-08,신규 탐색,Google,1,1,3,0.1766,0.3273,1,29,32405
2025-09-08,신규 탐색,Naver,0,0,0,0.1144,0.3217,0,19,15001
2025-09-08,신규 탐색,Instagram,3,3,0,0.11,0.3601,1,16,9011
2025-09-08,가격 민감,Meta,0,0,1,0.1948,0.3709,0,20,9027
2025-09-08,가격 민감,Google,2,2,0,0.1801,0.3448,0,20,11612
2025-09-08,가격 민감,Naver,5,6,3,0.1839,0.4017,2,26,21193
2025-09-08,가격 민감,Instagram,1,1,1,0.1324,0.3957,0,12,5207
2025-09-08,재구매 후보,Meta,0,0,0,0.3617,0.2401,0,11,19714
2025-09-08,재구매 후보,Google,3,3,1,0.3393,0.244,0,10,10093
2025-09-08,재구매 후보,Naver,1,1,1,0.3315,0.2568,0,15,21552
2025-09-08,재구매 후보,Instagram,0,0,0,0.3304,0.2387,0,8,14524
2025-09-08,VIP,Meta,0,0,0,0.5066,0.146,0,0,0
2025-09-08,VIP,Google,0,0,0,0.5422,0.1936,0,20,27318
2025-09-08,VIP,Naver,0,0,0,0.4785,0.1617,0,0,0
2025-09-08,VIP,Instagram,1,1,0,0.5024,0.1588,0,0,0
2025-09-08,휴면 복귀,Meta,1,1,0,0.256,0.2722,0,19,23656
2025-09-08,휴면 복귀,Google,1,1,0,0.2114,0.3095,0,18,17884
2025-09-08,휴면 복귀,Naver,2,2,0,0.2477,0.3185,0,4,2599
2025-09-08,휴면 복귀,Instagram,0,0,0,0.2213,0.3727,0,11,11541
2025-09-09,신규 탐색,Meta,3,3,0,0.1627,0.323,0,0,0
2025-09-09,신규 탐색,Google,3,3,0,0.1605,0.2911,0,28,28396
2025-09-09,신규 탐색,Naver,2,2,0,0.1284,0.3469,0,24,25005
2025-09-09,신규 탐색,Instagram,1,1,0,0.141,0.2517,0,24,21881
2025-09-09,가격 민감,Meta,4,4,1,0.2051,0.3804,0,0,0
2025-09-09,가격 민감,Google,5,6,0,0.1665,0.4018,0,14,8060
2025-09-09,가격 민감,Naver,0,0,0,0.1376,0.392,0,8,3833
2025-09-09,가격 민감,Instagram,3,3,3,0.2083,0.3512,0,6,2492
2025-09-09,재구매 후보,Meta,0,0,0,0.3123,0.2618,0,7,7355
2025-09-09,재구매 후보,Google,0,0,0,0.3804,0.2254,0,22,38761
2025-09-09,재구매 후보,Naver,0,0,0,0.3516,0.198,0,10,18387
2025-09-09,재구매 후보,Instagram,0,0,0,0.3525,0.2738,0,5,6021
2025-09-09,VIP,Meta,1,1,2,0.5038,0.1647,0,3,4766
2025-09-09,VIP,Google,0,0,0,0.449,0.1487,0,7,10735
2025-09-09,VIP,Naver,0,0,0,0.5148,0.1771,0,1,2277
2025-09-09,VIP,Instagram,0,0,0,0.5209,0.1698,0,10,12054
2025-09-09,휴면 복귀,Meta,0,0,0,0.2089,0.3384,0,16,14272
2025-09-09,휴면 복귀,Google,1,1,0,0.2472,0.3717,0,19,13206
2025-09-09,휴면 복귀,Naver,0,0,0,0.2054,0.352,0,2,2336
2025-09-09,휴면 복귀,Instagram,0,0,1,0.2382,0.3622,0,4,4540
2025-09-10,신규 탐색,Meta,0,0,3,0.1058,0.3283,0,0,0
2025-09-10,신규 탐색,Google,3,3,4,0.1064,0.3009,0,23,11508
2025-09-10,신규 탐색,Naver,0,0,0,0.0675,0.3246,0,25,13301
2025-09-10,신규 탐색,Instagram,0,0,0,0.1059,0.2941,0,5,2783
2025-09-10,가격 민감,Meta,0,0,1,0.1705,0.408,0,5,4010
2025-09-10,가격 민감,Google,1,1,0,0.1478,0.3927,0,12,8332
2025-09-10,가격 민감,Naver,0,0,0,0.2132,0.3876,0,14,7110
2025-09-10,가격 민감,Instagram,0,0,0,0.1658,0.3873,0,0,0
2025-09-10,재구매 후보,Meta,0,0,2,0.3235,0.2669,0,8,7056
2025-09-10,재구매 후보,Google,1,1,0,0.3297,0.2544,0,18,30401
2025-09-10,재구매 후보,Naver,0,0,0,0.3586,0.2236,0,0,0
2025-09-10,재구매 후보,Instagram,0,0,2,0.3522,0.2611,0,0,0
2025-09-10,VIP,Meta,2,2,2,0.4849,0.1655,0,3,4956
2025-09-10,VIP,Google,0,0,0,0.4982,0.1768,0,13,31937
2025-09-10,VIP,Naver,3,3,1,0.4597,0.157,0,0,0
2025-09-10,VIP,Instagram,0,0,0,0.5354,0.1989,0,15,23980
2025-09-10,휴면 복귀,Meta,2,2,0,0.3059,0.3528,0,17,12048
2025-09-10,휴면 복귀,Google,0,0,0,0.2612,0.34,0,21,27398
2025-09-10,휴면 복귀,Naver,1,1,0,0.2935,0.3194,0,5,4292
2025-09-10,휴면 복귀,Instagram,0,0,0,0.243,0.345,0,8,5466
2025-09-11,신규 탐색,Meta,2,2,0,0.0811,0.3411,0,5,4442
2025-09-11,신규 탐색,Google,6,7,1,0.1541,0.3139,0,34,19717
2025-09-11,신규 탐색,Naver,1,1,3,0.1292,0.2713,0,21,22130
2025-09-11,신규 탐색,Instagram,3,4,0,0.1143,0.2792,0,11,9921
2025-09-11,가격 민감,Meta,1,1,0,0.1548,0.3531,1,3,1475
2025-09-11,가격 민감,Google,0,0,0,0.1583,0.3551,0,12,7851
2025-09-11,가격 민감,Naver,0,0,0,0.1977,0.3828,0,21,17453
2025-09-11,가격 민감,Instagram,1,1,0,0.1386,0.3662,0,23,17404
2025-09-11,재구매 후보,Meta,3,3,0,0.3608,0.2464,1,13,15706
2025-09-11,재구매 후보,Google,4,5,3,0.3739,0.2519,0,15,12971
2025-09-11,재구매 후보,Naver,0,0,0,0.3507,0.2421,0,8,12596
2025-09-11,재구매 후보,Instagram,0,0,0,0.3512,0.1993,0,5,5422
2025-09-11,VIP,Meta,0,0,0,0.4982,0.1453,0,8,17651
2025-09-11,VIP,Google,0,0,1,0.5471,0.1699,0,4,4867
2025-09-11,VIP,Naver,1,1,2,0.542,0.2209,0,7,15291
2025-09-11,VIP,Instagram,3,3,2,0.5282,0.1593,0,12,17523
2025-09-11,휴면 복귀,Meta,0,0,0,0.189,0.3663,0,8,9680
2025-09-11,휴면 복귀,Google,0,0,1,0.219,0.336,0,4,4236
2025-09-11,휴면 복귀,Naver,1,1,3,0.2395,0.3432,0,9,7405
2025-09-11,휴면 복귀,Instagram,0,0,1,0.2358,0.2979,0,27,33119
2025-09-12,신규 탐색,Meta,0,0,0,0.0882,0.2936,0,19,13809
2025-09-12,신규 탐색,Google,2,2,0,0.1511,0.2946,0,35,28714
2025-09-12,신규 탐색,Naver,3,3,1,0.1706,0.3258,1,29,31094
2025-09-12,신규 탐색,Instagram,0,0,0,0.1243,0.303,0,20,22362
2025-09-12,가격 민감,Meta,0,0,1,0.1725,0.3976,0,0,0
2025-09-12,가격 민감,Google,0,0,0,0.1373,0.3463,0,18,12668
2025-09-12,가격 민감,Naver,0,0,0,0.1519,0.391,0,12,10002
2025-09-12,가격 민감,Instagram,0,0,0,0.1888,0.4149,0,9,6401
2025-09-12,재구매 후보,Meta,0,0,1,0.3462,0.239,0,10,10030
2025-09-12,재구매 후보,Google,1,1,0,0.3962,0.2624,0,17,23036
2025-09-12,재구매 후보,Naver,0,0,0,0.3202,0.2325,0,13,11388
2025-09-12,재구매 후보,Instagram,1,1,0,0.3285,0.2383,0,13,19447
2025-09-12,VIP,Meta,0,0,0,0.5055,0.1413,0,0,0
2025-09-12,VIP,Google,0,0,0,0.5244,0.1837,0,8,9558
2025-09-12,VIP,Naver,3,3,2,0.4977,0.1997,1,27,66734
2025-09-12,VIP,Instagram,0,0,2,0.519,0.1517,0,7,7887
2025-09-12,휴면 복귀,Meta,0,0,1,0.2578,0.3275,0,19,24627
2025-09-12,휴면 복귀,Google,0,0,0,0.2658,0.3299,0,10,7203
2025-09-12,휴면 복귀,Naver,0,0,1,0.2623,0.3182,0,12,16273
2025-09-12,휴면 복귀,Instagram,0,0,0,0.2757,0.3121,0,17,14665
2025-09-13,신규 탐색,Meta,2,2,0,0.1089,0.2995,0,27,16105
2025-09-13,신규 탐색,Google,0,0,0,0.1608,0.3146,0,39,20168
2025-09-13,신규 탐색,Naver,2,2,0,0.1038,0.3056,1,8,3935
2025-09-13,신규 탐색,Instagram,0,0,3,0.1369,0.3199,0,12,8555
2025-09-13,가격 민감,Meta,0,0,0,0.1679,0.3963,0,14,7213
2025-09-13,가격 민감,Google,0,0,1,0.1594,0.3772,0,22,19195
2025-09-13,가격 민감,Naver,0,0,0,0.2056,0.4209,0,9,3881
2025-09-13,가격 민감,Instagram,3,3,0,0.2133,0.4135,0,6,4918
2025-09-13,재구매 후보,Meta,0,0,1,0.3894,0.256,0,15,23576
2025-09-13,재구매 후보,Google,4,4,1,0.4238,0.2163,0,21,29184
2025-09-13,재구매 후보,Naver,4,4,1,0.3393,0.2178,0,1,1295
2025-09-13,재구매 후보,Instagram,0,0,0,0.3574,0.2593,0,15,24114
2025-09-13,VIP,Meta,0,0,0,0.5377,0.1362,0,17,42359
2025-09-13,VIP,Google,1,1,0,0.5032,0.2047,0,9,15066
2025-09-13,VIP,Naver,2,2,0,0.4884,0.1716,0,1,1336
2025-09-13,VIP,Instagram,0,0,0,0.568,0.1575,0,11,25343
2025-09-13,휴면 복귀,Meta,3,3,2,0.1864,0.3536,0,13,13719
2025-09-13,휴면 복귀,Google,3,3,0,0.226,0.3337,0,28,22573
2025-09-13,휴면 복귀,Naver,0,0,0,0.2754,0.317,0,10,13161
2025-09-13,휴면 복귀,Instagram,0,0,3,0.2123,0.3169,0,0,0
2025-09-14,신규 탐색,Meta,0,0,0,0.1265,0.2748,0,20,15045
2025-09-14,신규 탐색,Google,1,1,0,0.1485,0.3169,0,25,26493
2025-09-14,신규 탐색,Naver,0,0,1,0.1124,0.305,0,21,12053
2025-09-14,신규 탐색,Instagram,5,6,3,0.1413,0.3691,2,27,30196
2025-09-14,가격 민감,Meta,2,2,0,0.2223,0.3546,0,18,11362
2025-09-14,가격 민감,Google,2,2,0,0.2023,0.3985,0,23,17402
2025-09-14,가격 민감,Naver,3,3,0,0.1552,0.3656,1,25,11132
2025-09-14,가격 민감,Instagram,1,1,0,0.1849,0.3952,0,22,17513
2025-09-14,재구매 후보,Meta,0,0,0,0.3693,0.2238,0,17,14493
2025-09-14,재구매 후보,Google,0,0,0,0.4024,0.2167,0,20,22486
2025-09-14,재구매 후보,Naver,0,0,0,0.367,0.2777,0,8,13211
2025-09-14,재구매 후보,Instagram,2,2,0,0.3495,0.2345,0,15,17434
2025-09-14,VIP,Meta,0,0,0,0.5087,0.1533,0,12,19814
2025-09-14,VIP,Google,2,2,2,0.5341,0.1337,0,19,23739
2025-09-14,VIP,Naver,2,2,2,0.4973,0.1417,0,11,22920
2025-09-14,VIP,Instagram,1,1,2,0.5151,0.1473,0,6,12082
2025-09-14,휴면 복귀,Meta,2,2,0,0.1958,0.3554,1,14,9984
2025-09-14,휴면 복귀,Google,0,0,0,0.2312,0.3235,0,14,10724
2025-09-14,휴면 복귀,Naver,0,0,0,0.2707,0.334,0,11,13121
2025-09-14,휴면 복귀,Instagram,1,1,1,0.32,0.3168,0,16,14123
2025-09-15,신규 탐색,Meta,4,4,3,0.0903,0.3144,0,16,15141
2025-09-15,신규 탐색,Google,0,0,0,0.1399,0.2761,0,22,21323
2025-09-15,신규 탐색,Naver,1,1,3,0.144,0.3495,0,13,6542
2025-09-15,신규 탐색,Instagram,3,3,0,0.1095,0.3229,0,16,14107
2025-09-15,가격 민감,Meta,0,0,2,0.1394,0.3843,0,1,566
2025-09-15,가격 민감,Google,3,3,1,0.1762,0.3692,0,15,7892
2025-09-15,가격 민감,Naver,1,1,0,0.1777,0.3985,1,28,14274
2025-09-15,가격 민감,Instagram,2,2,0,0.1939,0.3961,0,2,1199
2025-09-15,재구매 후보,Meta,0,0,0,0.3289,0.2344,0,2,2405
2025-09-15,재구매 후보,Google,4,5,0,0.359,0.2391,0,14,22093
2025-09-15,재구매 후보,Naver,4,5,4,0.2948,0.2336,0,12,15197
2025-09-15,재구매 후보,Instagram,0,0,4,0.3326,0.2551,0,0,0
2025-09-15,VIP,Meta,0,0,0,0.5309,0.1576,0,1,2248
2025-09-15,VIP,Google,0,0,0,0.506,0.1734,0,0,0
2025-09-15,VIP,Naver,2,2,1,0.5323,0.1024,0,0,0
2025-09-15,VIP,Instagram,0,0,3,0.5136,0.1227,0,16,40162
2025-09-15,휴면 복귀,Meta,0,0,0,0.1876,0.351,0,0,0
2025-09-15,휴면 복귀,Google,4,4,0,0.2123,0.3339,0,18,13217
2025-09-15,휴면 복귀,Naver,3,3,2,0.2426,0.3463,0,6,4799
2025-09-15,휴면 복귀,Instagram,0,0,0,0.2238,0.3437,0,21,17533
2025-09-16,신규 탐색,Meta,0,0,0,0.0878,0.2937,0,16,10450
2025-09-16,신규 탐색,Google,0,0,0,0.1293,0.376,0,10,5309
2025-09-16,신규 탐색,Naver,4,4,2,0.0905,0.3064,2,19,16398
2025-09-16,신규 탐색,Instagram,0,0,0,0.0825,0.2909,0,9,8188
2025-09-16,가격 민감,Meta,1,1,0,0.1696,0.3901,0,10,8138
2025-09-16,가격 민감,Google,2,2,0,0.2062,0.3619,0,20,13173
2025-09-16,가격 민감,Naver,4,5,0,0.1952,0.3641,2,18,11778
2025-09-16,가격 민감,Instagram,0,0,0,0.1171,0.3954,0,3,1987
2025-09-16,재구매 후보,Meta,1,1,0,0.3563,0.2767,1,6,5677
2025-09-16,재구매 후보,Google,1,1,0,0.3908,0.2607,0,13,16214
2025-09-16,재구매 후보,Naver,3,3,0,0.3483,0.2079,2,7,11830
2025-09-16,재구매 후보,Instagram,4,5,4,0.327,0.2707,1,0,0
2025-09-16,VIP,Meta,0,0,0,0.5267,0.1486,0,6,14863
2025-09-16,VIP,Google,1,1,2,0.5633,0.1562,0,6,8249
2025-09-16,VIP,Naver,0,0,1,0.5718,0.1205,0,16,36855
2025-09-16,VIP,Instagram,1,1,0,0.5366,0.1808,0,0,0
2025-09-16,휴면 복귀,Meta,1,1,0,0.2585,0.3295,0,15,19603
2025-09-16,휴면 복귀,Google,0,0,0,0.2046,0.3219,0,9,9307
2025-09-16,휴면 복귀,Naver,2,2,0,0.2306,0.3393,0,24,18394
2025-09-16,휴면 복귀,Instagram,4,4,1,0.2917,0.3314,0,0,0
2025-09-17,신규 탐색,Meta,2,2,3,0.1731,0.323,0,31,33506
2025-09-17,신규 탐색,Google,2,2,0,0.1563,0.3111,0,23,21510
2025-09-17,신규 탐색,Naver,0,0,0,0.1053,0.3183,0,15,16403
2025-09-17,신규 탐색,Instagram,1,1,0,0.0832,0.3198,0,29,24379
2025-09-17,가격 민감,Meta,2,2,1,0.1681,0.3624,0,4,1569
2025-09-17,가격 민감,Google,0,0,0,0.2007,0.3756,0,10,3962
2025-09-17,가격 민감,Naver,4,5,0,0.1649,0.375,2,16,10039
2025-09-17,가격 민감,Instagram,3,4,1,0.1644,0.3787,0,6,3524
2025-09-17,재구매 후보,Meta,2,2,0,0.3313,0.2394,0,0,0
2025-09-17,재구매 후보,Google,2,2,1,0.3313,0.2597,0,19,31649
2025-09-17,재구매 후보,Naver,4,4,2,0.3272,0.2655,1,12,10113
2025-09-17,재구매 후보,Instagram,0,0,0,0.3784,0.2005,0,12,17713
2025-09-17,VIP,Meta,3,3,2,0.458,0.209,0,11,13591
2025-09-17,VIP,Google,3,3,2,0.5174,0.1428,0,0,0
2025-09-17,VIP,Naver,0,0,2,0.4752,0.1231,0,4,6333
2025-09-17,VIP,Instagram,0,0,1,0.5055,0.1832,0,0,0
2025-09-17,휴면 복귀,Meta,0,0,0,0.2573,0.3294,0,14,11689
2025-09-17,휴면 복귀,Google,0,0,0,0.2224,0.3524,0,10,9202
2025-09-17,휴면 복귀,Naver,1,1,0,0.2435,0.3328,0,0,0
2025-09-17,휴면 복귀,Instagram,2,2,2,0.2305,0.2963,0,12,9238
2025-09-18,신규 탐색,Meta,0,0,1,0.1269,0.3213,0,20,10704
2025-09-18,신규 탐색,Google,5,6,3,0.1327,0.352,1,28,22956
2025-09-18,신규 탐색,Naver,0,0,1,0.1082,0.2806,0,19,17201
2025-09-18,신규 탐색,Instagram,0,0,0,0.1317,0.3363,0,25,27216
2025-09-18,가격 민감,Meta,0,0,2,0.2432,0.4171,0,18,8602
2025-09-18,가격 민감,Google,2,2,2,0.1771,0.4102,0,24,9584
2025-09-18,가격 민감,Naver,0,0,0,0.1756,0.3878,0,15,12662
2025-09-18,가격 민감,Instagram,0,0,0,0.222,0.3909,0,5,3943
2025-09-18,재구매 후보,Meta,1,1,2,0.321,0.2164,0,15,14508
2025-09-18,재구매 후보,Google,0,0,0,0.3972,0.2481,0,23,26419
2025-09-18,재구매 후보,Naver,0,0,0,0.3952,0.2306,0,14,11606
2025-09-18,재구매 후보,Instagram,0,0,0,0.3103,0.2553,0,0,0
2025-09-18,VIP,Meta,2,2,2,0.5263,0.1409,0,17,34690
2025-09-18,VIP,Google,0,0,0,0.5033,0.1758,0,0,0
2025-09-18,VIP,Naver,0,0,0,0.546,0.1961,0,13,15891
2025-09-18,VIP,Instagram,0,0,1,0.5549,0.1716,0,0,0
2025-09-18,휴면 복귀,Meta,0,0,1,0.268,0.3675,0,6,3624
2025-09-18,휴면 복귀,Google,2,2,1,0.2305,0.3091,0,26,34547
2025-09-18,휴면 복귀,Naver,0,0,0,0.2555,0.3316,0,10,12932
2025-09-18,휴면 복귀,Instagram,0,0,0,0.2655,0.3364,0,0,0
2025-09-19,신규 탐색,Meta,1,1,1,0.1255,0.34,0,17,16924
2025-09-19,신규 탐색,Google,1,1,0,0.1843,0.3215,0,19,17739
2025-09-19,신규 탐색,Naver,4,5,3,0.0854,0.3125,2,44,30361
2025-09-19,신규 탐색,Instagram,2,2,0,0.0949,0.2984,0,23,23887
2025-09-19,가격 민감,Meta,0,0,0,0.1475,0.3618,0,18,14658
2025-09-19,가격 민감,Google,1,1,0,0.2211,0.3775,1,26,22874
2025-09-19,가격 민감,Naver,2,2,1,0.1781,0.3801,1,12,9930
2025-09-19,가격 민감,Instagram,0,0,1,0.1771,0.41,0,17,9656
2025-09-19,재구매 후보,Meta,0,0,0,0.3235,0.2187,0,28,33345
2025-09-19,재구매 후보,Google,3,3,0,0.367,0.2728,0,23,23359
2025-09-19,재구매 후보,Naver,2,2,3,0.3312,0.2381,0,0,0
2025-09-19,재구매 후보,Instagram,1,1,0,0.3798,0.2335,0,10,13279
2025-09-19,VIP,Meta,2,2,0,0.476,0.2074,0,2,4797
2025-09-19,VIP,Google,0,0,0,0.5004,0.1983,0,8,11627
2025-09-19,VIP,Naver,0,0,1,0.5117,0.122,0,11,25898
2025-09-19,VIP,Instagram,1,1,1,0.518,0.1649,0,22,53390
2025-09-19,휴면 복귀,Meta,4,4,1,0.2585,0.3179,0,17,14971
2025-09-19,휴면 복귀,Google,2,2,0,0.2831,0.3005,1,28,17072
2025-09-19,휴면 복귀,Naver,0,0,0,0.1915,0.3657,0,15,18573
2025-09-19,휴면 복귀,Instagram,1,1,0,0.2507,0.2869,0,8,7530
2025-09-20,신규 탐색,Meta,1,1,1,0.0975,0.2985,0,15,10408
2025-09-20,신규 탐색,Google,5,6,0,0.1492,0.3074,1,35,27261
2025-09-20,신규 탐색,Naver,1,1,0,0.1299,0.2843,0,42,28017
2025-09-20,신규 탐색,Instagram,1,1,0,0.1377,0.3409,0,7,4017
2025-09-20,가격 민감,Meta,1,1,1,0.1464,0.3617,1,7,3023
2025-09-20,가격 민감,Google,1,1,0,0.2091,0.3961,0,21,14148
2025-09-20,가격 민감,Naver,3,3,0,0.2067,0.3449,0,22,12038
2025-09-20,가격 민감,Instagram,1,1,1,0.1732,0.3864,0,25,18758
2025-09-20,재구매 후보,Meta,0,0,0,0.3558,0.2205,0,10,17191
2025-09-20,재구매 후보,Google,3,3,2,0.4022,0.2518,1,22,18607
2025-09-20,재구매 후보,Naver,0,0,0,0.3355,0.2711,0,18,16674
2025-09-20,재구매 후보,Instagram,3,3,2,0.3365,0.2216,0,12,19019
2025-09-20,VIP,Meta,0,0,0,0.5327,0.1339,0,5,11714
2025-09-20,VIP,Google,1,1,1,0.5118,0.1693,0,22,33710
2025-09-20,VIP,Naver,2,2,0,0.4969,0.142,0,21,46415
2025-09-20,VIP,Instagram,0,0,0,0.5198,0.1626,0,0,0
2025-09-20,휴면 복귀,Meta,1,1,4,0.2028,0.3353,0,0,0
2025-09-20,휴면 복귀,Google,0,0,0,0.2906,0.3326,0,21,17992
2025-09-20,휴면 복귀,Naver,0,0,0,0.2533,0.2932,0,11,8378
2025-09-20,휴면 복귀,Instagram,2,2,1,0.2112,0.2773,0,1,686
2025-09-21,신규 탐색,Meta,3,3,0,0.1307,0.3003,1,4,3888
2025-09-21,신규 탐색,Google,7,9,4,0.1614,0.3256,1,30,28755
2025-09-21,신규 탐색,Naver,4,4,1,0.2017,0.2944,0,9,9680
2025-09-21,신규 탐색,Instagram,4,4,0,0.1119,0.2984,0,16,9040
2025-09-21,가격 민감,Meta,4,5,0,0.1778,0.3799,0,13,5568
2025-09-21,가격 민감,Google,1,1,2,0.1925,0.4154,0,15,8817
2025-09-21,가격 민감,Naver,4,4,0,0.1903,0.4185,0,8,6234
2025-09-21,가격 민감,Instagram,0,0,2,0.1665,0.3692,0,12,6138
2025-09-21,재구매 후보,Meta,0,0,0,0.3394,0.2153,0,14,11832
2025-09-21,재구매 후보,Google,0,0,0,0.3525,0.2417,0,38,52564
2025-09-21,재구매 후보,Naver,2,2,1,0.3599,0.201,0,21,25377
2025-09-21,재구매 후보,Instagram,0,0,1,0.295,0.2136,0,4,4339
2025-09-21,VIP,Meta,1,1,3,0.5099,0.1719,0,1,1846
2025-09-21,VIP,Google,0,0,1,0.4886,0.1693,0,12,14686
2025-09-21,VIP,Naver,2,2,0,0.5554,0.1119,0,11,23187
2025-09-21,VIP,Instagram,1,1,0,0.5132,0.1646,0,0,0
2025-09-21,휴면 복귀,Meta,2,2,1,0.2612,0.3365,0,1,1263
2025-09-21,휴면 복귀,Google,2,2,1,0.1889,0.3801,0,9,7689
2025-09-21,휴면 복귀,Naver,3,3,2,0.2143,0.4047,2,28,26720
2025-09-21,휴면 복귀,Instagram,3,3,2,0.2182,0.3282,0,3,2313
2025-09-22,신규 탐색,Meta,2,2,0,0.1328,0.2896,0,21,22607
2025-09-22,신규 탐색,Google,5,6,1,0.1306,0.3228,0,33,18492
2025-09-22,신규 탐색,Naver,6,6,0,0.0728,0.3203,0,6,4739
2025-09-22,신규 탐색,Instagram,2,2,0,0.0949,0.2677,0,20,14884
2025-09-22,가격 민감,Meta,1,1,2,0.182,0.3428,0,15,12052
2025-09-22,가격 민감,Google,4,4,2,0.2192,0.3771,0,7,6132
2025-09-22,가격 민감,Naver,0,0,0,0.2005,0.3948,0,26,10358
2025-09-22,가격 민감,Instagram,0,0,1,0.1873,0.3988,0,0,0
2025-09-22,재구매 후보,Meta,4,4,0,0.3322,0.2237,1,0,0
2025-09-22,재구매 후보,Google,0,0,0,0.3798,0.2464,0,19,16712
2025-09-22,재구매 후보,Naver,4,4,0,0.3448,0.2347,0,6,5026
2025-09-22,재구매 후보,Instagram,0,0,0,0.3877,0.2694,0,11,10047
2025-09-22,VIP,Meta,2,2,1,0.5166,0.1671,0,4,5694
2025-09-22,VIP,Google,0,0,0,0.5154,0.1287,0,25,49306
2025-09-22,VIP,Naver,0,0,0,0.5761,0.1368,0,0,0
2025-09-22,VIP,Instagram,2,2,1,0.5554,0.1578,0,0,0
2025-09-22,휴면 복귀,Meta,1,1,0,0.2259,0.3319,0,8,9363
2025-09-22,휴면 복귀,Google,5,5,0,0.264,0.3063,0,18,21420
2025-09-22,휴면 복귀,Naver,0,0,1,0.2383,0.3288,0,0,0
2025-09-22,휴면 복귀,Instagram,1,1,1,0.2529,0.3304,0,18,13289
2025-09-23,신규 탐색,Meta,0,0,0,0.0897,0.3557,0,14,12433
2025-09-23,신규 탐색,Google,2,2,1,0.1758,0.3139,0,39,31021
2025-09-23,신규 탐색,Naver,1,1,0,0.0999,0.3116,0,26,27030
2025-09-23,신규 탐색,Instagram,1,1,0,0.1092,0.3107,0,17,10578
2025-09-23,가격 민감,Meta,0,0,0,0.2104,0.3717,0,1,862
2025-09-23,가격 민감,Google,0,0,0,0.1813,0.3616,0,28,20945
2025-09-23,가격 민감,Naver,0,0,0,0.1799,0.4325,0,37,19329
2025-09-23,가격 민감,Instagram,2,2,0,0.1787,0.3648,1,9,5500
2025-09-23,재구매 후보,Meta,2,2,0,0.3782,0.2331,0,10,16233
2025-09-23,재구매 후보,Google,1,1,1,0.3745,0.241,0,23,25120
2025-09-23,재구매 후보,Naver,2,2,1,0.3125,0.2236,2,32,46862
2025-09-23,재구매 후보,Instagram,0,0,0,0.3223,0.2187,0,6,8628
2025-09-23,VIP,Meta,3,3,1,0.5082,0.2053,0,1,1673
2025-09-23,VIP,Google,1,1,0,0.5037,0.1619,0,9,22149
2025-09-23,VIP,Naver,4,4,1,0.5171,0.1807,0,20,38940
2025-09-23,VIP,Instagram,0,0,0,0.545,0.1349,0,6,11879
2025-09-23,휴면 복귀,Meta,0,0,0,0.2455,0.3321,0,30,20747
2025-09-23,휴면 복귀,Google,0,0,0,0.2431,0.3683,0,14,10920
2025-09-23,휴면 복귀,Naver,0,0,0,0.2437,0.3146,0,16,15100
2025-09-23,휴면 복귀,Instagram,0,0,3,0.2381,0.3218,0,4,4646
2025-09-24,신규 탐색,Meta,0,0,0,0.0627,0.2848,0,0,0
