date,customer_segment,acquisition_channel,new_customers,signups,returning_customers,repeat_purchase_rate,cart_abandon_rate,coupon_redemption_count
2025-08-28,가격 민감,Naver,0,0,0,0.184,0.4115,0
2025-08-28,가격 민감,Instagram,2,2,0,0.158,0.4317,0
2025-08-28,재구매 후보,Meta,0,0,0,0.3715,0.2472,0
2025-08-28,재구매 후보,Google,0,0,1,0.3811,0.2445,0
2025-08-28,재구매 후보,Naver,0,0,0,0.2891,0.2319,0
2025-08-28,재구매 후보,Instagram,1,1,0,0.3463,0.2482,0
2025-08-28,VIP,Meta,0,0,0,0.5166,0.1506,0
2025-08-28,VIP,Google,0,0,0,0.5227,0.1681,0
2025-08-28,VIP,Naver,0,0,3,0.4824,0.1578,0
2025-08-28,VIP,Instagram,3,3,2,0.5588,0.1518,0
2025-08-28,휴면 복귀,Meta,1,1,0,0.2612,0.3215,0
2025-08-28,휴면 복귀,Google,0,0,0,0.2347,0.3654,0
2025-08-28,휴면 복귀,Naver,3,3,0,0.2576,0.3188,0
2025-08-28,휴면 복귀,Instagram,1,1,0,0.1705,0.322,0
2025-08-29,신규 탐색,Meta,0,0,0,0.1407,0.2549,0
2025-08-29,신규 탐색,Google,1,1,0,0.1668,0.3355,0
2025-08-29,신규 탐색,Naver,0,0,0,0.0896,0.2746,0
2025-08-29,신규 탐색,Instagram,1,1,1,0.1662,0.285,0
2025-08-29,가격 민감,Meta,0,0,3,0.1628,0.4242,0
2025-08-29,가격 민감,Google,0,0,3,0.186,0.4122,0
2025-08-29,가격 민감,Naver,0,0,0,0.1918,0.3657,0
2025-08-29,가격 민감,Instagram,0,0,0,0.1628,0.4067,0
2025-08-29,재구매 후보,Meta,2,2,1,0.3177,0.2384,0
2025-08-29,재구매 후보,Google,0,0,1,0.3104,0.2332,0
2025-08-29,재구매 후보,Naver,0,0,0,0.3156,0.2562,0
2025-08-29,재구매 후보,Instagram,0,0,0,0.3381,0.2242,0
2025-08-29,VIP,Meta,1,1,3,0.5587,0.2195,0
2025-08-29,VIP,Google,0,0,0,0.5147,0.1586,0
2025-08-29,VIP,Naver,3,3,2,0.4925,0.1389,0
2025-08-29,VIP,Instagram,0,0,0,0.5381,0.187,0
2025-08-29,휴면 복귀,Meta,0,0,0,0.2522,0.3566,0
2025-08-29,휴면 복귀,Google,0,0,0,0.2501,0.3391,0
2025-08-29,휴면 복귀,Naver,0,0,0,0.2408,0.348,0
2025-08-29,휴면 복귀,Instagram,1,1,0,0.2232,0.3531,0
2025-08-30,신규 탐색,Meta,2,2,0,0.0829,0.3776,2
2025-08-30,신규 탐색,Google,3,3,1,0.1425,0.3311,0
2025-08-30,신규 탐색,Naver,2,2,0,0.0949,0.2963,0
2025-08-30,신규 탐색,Instagram,0,0,1,0.1539,0.2812,0
2025-08-30,가격 민감,Meta,1,1,0,0.2033,0.3915,0
2025-08-30,가격 민감,Google,0,0,1,0.1747,0.4025,0
2025-08-30,가격 민감,Naver,3,3,1,0.1674,0.4212,3
2025-08-30,가격 민감,Instagram,0,0,2,0.2272,0.4018,0
2025-08-30,재구매 후보,Meta,0,0,0,0.353,0.2758,0
2025-08-30,재구매 후보,Google,1,1,0,0.3953,0.177,0
2025-08-30,재구매 후보,Naver,0,0,0,0.3648,0.2489,0
2025-08-30,재구매 후보,Instagram,2,2,2,0.3239,0.2423,0
2025-08-30,VIP,Meta,0,0,0,0.5026,0.132,0
2025-08-30,VIP,Google,0,0,0,0.5535,0.1503,0
2025-08-30,VIP,Naver,4,4,3,0.4792,0.1847,0
2025-08-30,VIP,Instagram,1,1,1,0.5652,0.1458,0
2025-08-30,휴면 복귀,Meta,1,1,0,0.2534,0.3261,0
2025-08-30,휴면 복귀,Google,0,0,0,0.191,0.3524,0
2025-08-30,휴면 복귀,Naver,0,0,0,0.2101,0.2873,0
2025-08-30,휴면 복귀,Instagram,0,0,0,0.2284,0.3147,0
2025-08-31,신규 탐색,Meta,0,0,0,0.1374,0.2913,0
2025-08-31,신규 탐색,Google,6,6,2,0.1064,0.3399,1
2025-08-31,신규 탐색,Naver,0,0,0,0.0814,0.3602,0
2025-08-31,신규 탐색,Instagram,2,2,0,0.1343,0.3296,0
2025-08-31,가격 민감,Meta,0,0,0,0.165,0.3575,0
2025-08-31,가격 민감,Google,0,0,0,0.1471,0.3937,0
2025-08-31,가격 민감,Naver,2,2,3,0.1983,0.3965,1
2025-08-31,가격 민감,Instagram,4,4,0,0.1557,0.3906,0
2025-08-31,재구매 후보,Meta,0,0,0,0.3499,0.2415,0
2025-08-31,재구매 후보,Google,0,0,0,0.3822,0.2657,0
2025-08-31,재구매 후보,Naver,0,0,0,0.3564,0.221,0
2025-08-31,재구매 후보,Instagram,1,1,0,0.3505,0.3125,0
2025-08-31,VIP,Meta,1,1,3,0.5282,0.1255,0
2025-08-31,VIP,Google,0,0,1,0.552,0.1623,0
2025-08-31,VIP,Naver,2,2,1,0.5065,0.1622,0
2025-08-31,VIP,Instagram,1,1,0,0.5141,0.158,1
2025-08-31,휴면 복귀,Meta,0,0,0,0.2456,0.3423,0
2025-08-31,휴면 복귀,Google,0,0,0,0.2512,0.2804,0
2025-08-31,휴면 복귀,Naver,2,2,0,0.1534,0.3362,0
2025-08-31,휴면 복귀,Instagram,1,1,0,0.2202,0.3376,1
2025-09-01,신규 탐색,Meta,2,2,0,0.155,0.3211,0
2025-09-01,신규 탐색,Google,3,3,0,0.1252,0.3184,0
2025-09-01,신규 탐색,Naver,2,2,0,0.0678,0.2794,1
2025-09-01,신규 탐색,Instagram,0,0,2,0.1226,0.3545,0
2025-09-01,가격 민감,Meta,0,0,0,0.119,0.3698,0
2025-09-01,가격 민감,Google,2,2,0,0.1594,0.373,0
2025-09-01,가격 민감,Naver,2,2,2,0.1872,0.368,0
2025-09-01,가격 민감,Instagram,0,0,0,0.1752,0.3794,0
2025-09-01,재구매 후보,Meta,0,0,1,0.3411,0.2496,0
2025-09-01,재구매 후보,Google,2,2,0,0.374,0.284,0
2025-09-01,재구매 후보,Naver,0,0,3,0.3178,0.2032,0
2025-09-01,재구매 후보,Instagram,3,3,3,0.3156,0.2137,2
2025-09-01,VIP,Meta,3,3,1,0.5576,0.1827,1
2025-09-01,VIP,Google,0,0,1,0.571,0.2127,0
2025-09-01,VIP,Naver,1,1,2,0.5593,0.1482,0
2025-09-01,VIP,Instagram,0,0,0,0.5647,0.1421,0
2025-09-01,휴면 복귀,Meta,0,0,1,0.2311,0.4083,0
2025-09-01,휴면 복귀,Google,0,0,0,0.196,0.3467,0
2025-09-01,휴면 복귀,Naver,0,0,0,0.2197,0.3743,0
2025-09-01,휴면 복귀,Instagram,2,2,2,0.2551,0.3607,0
2025-09-02,신규 탐색,Meta,2,2,2,0.1144,0.2845,1
2025-09-02,신규 탐색,Google,1,1,2,0.1445,0.313,0
2025-09-02,신규 탐색,Naver,4,4,2,0.1139,0.2991,1
2025-09-02,신규 탐색,Instagram,1,1,1,0.1599,0.3237,1
2025-09-02,가격 민감,Meta,0,0,0,0.2067,0.3983,0
2025-09-02,가격 민감,Google,3,3,1,0.221,0.39,0
2025-09-02,가격 민감,Naver,1,1,1,0.2163,0.4029,0
2025-09-02,가격 민감,Instagram,0,0,0,0.2245,0.3951,0
2025-09-02,재구매 후보,Meta,3,3,1,0.3329,0.244,0
2025-09-02,재구매 후보,Google,0,0,0,0.3839,0.2215,0
2025-09-02,재구매 후보,Naver,0,0,0,0.2963,0.1748,0
2025-09-02,재구매 후보,Instagram,0,0,1,0.3371,0.2543,0
2025-09-02,VIP,Meta,1,1,0,0.5337,0.196,0
2025-09-02,VIP,Google,0,0,0,0.5601,0.1245,0
2025-09-02,VIP,Naver,0,0,0,0.5014,0.1474,0
2025-09-02,VIP,Instagram,0,0,0,0.4606,0.1333,0
2025-09-02,휴면 복귀,Meta,1,1,3,0.2584,0.3375,0
2025-09-02,휴면 복귀,Google,0,0,0,0.2457,0.3077,0
2025-09-02,휴면 복귀,Naver,0,0,0,0.2541,0.3472,0
2025-09-02,휴면 복귀,Instagram,0,0,0,0.2614,0.344,0
2025-09-03,신규 탐색,Meta,3,3,1,0.1403,0.3046,0
2025-09-03,신규 탐색,Google,2,2,0,0.1205,0.3078,0
2025-09-03,신규 탐색,Naver,0,0,0,0.1311,0.2926,0
2025-09-03,신규 탐색,Instagram,0,0,0,0.1087,0.3167,0
2025-09-03,가격 민감,Meta,0,0,3,0.2252,0.4153,0
2025-09-03,가격 민감,Google,2,2,0,0.1902,0.343,0
2025-09-03,가격 민감,Naver,0,0,0,0.1416,0.3766,0
2025-09-03,가격 민감,Instagram,2,2,0,0.2111,0.3583,1
2025-09-03,재구매 후보,Meta,0,0,0,0.3398,0.2344,0
2025-09-03,재구매 후보,Google,0,0,1,0.42,0.2435,0
2025-09-03,재구매 후보,Naver,0,0,0,0.3572,0.2636,0
2025-09-03,재구매 후보,Instagram,1,1,0,0.3202,0.2294,0
2025-09-03,VIP,Meta,1,1,0,0.5218,0.1719,0
2025-09-03,VIP,Google,3,3,3,0.5586,0.1469,0
2025-09-03,VIP,Naver,2,2,1,0.5078,0.1626,1
2025-09-03,VIP,Instagram,0,0,0,0.5179,0.191,0
2025-09-03,휴면 복귀,Meta,0,0,1,0.2564,0.3592,0
2025-09-03,휴면 복귀,Google,1,1,0,0.205,0.3367,0
2025-09-03,휴면 복귀,Naver,0,0,0,0.2191,0.3543,0
2025-09-03,휴면 복귀,Instagram,7,8,4,0.2302,0.3098,1
2025-09-04,신규 탐색,Meta,1,1,0,0.0981,0.3229,0
2025-09-04,신규 탐색,Google,2,2,0,0.1687,0.3812,0
2025-09-04,신규 탐색,Naver,2,2,0,0.1202,0.2999,0
2025-09-04,신규 탐색,Instagram,0,0,0,0.1051,0.3238,0
2025-09-04,가격 민감,Meta,4,4,1,0.1726,0.3863,0
2025-09-04,가격 민감,Google,3,3,0,0.1729,0.4051,0
2025-09-04,가격 민감,Naver,0,0,0,0.1742,0.3599,0
2025-09-04,가격 민감,Instagram,1,1,0,0.1521,0.3791,0
2025-09-04,재구매 후보,Meta,0,0,0,0.3259,0.2554,0
2025-09-04,재구매 후보,Google,0,0,1,0.3887,0.2449,0
2025-09-04,재구매 후보,Naver,0,0,2,0.2836,0.2677,0
2025-09-04,재구매 후보,Instagram,3,3,0,0.3051,0.2706,1
2025-09-04,VIP,Meta,3,3,3,0.5266,0.1456,0
2025-09-04,VIP,Google,0,0,0,0.4851,0.1435,0
2025-09-04,VIP,Naver,0,0,0,0.5525,0.138,0
2025-09-04,VIP,Instagram,0,0,0,0.4956,0.1506,0
2025-09-04,휴면 복귀,Meta,0,0,0,0.2609,0.3126,0
2025-09-04,휴면 복귀,Google,0,0,1,0.2591,0.3212,0
2025-09-04,휴면 복귀,Naver,0,0,0,0.2643,0.352,0
2025-09-04,휴면 복귀,Instagram,0,0,1,0.2219,0.3428,0
2025-09-05,신규 탐색,Meta,0,0,1,0.1304,0.2891,0
2025-09-05,신규 탐색,Google,1,1,0,0.1244,0.3212,0
2025-09-05,신규 탐색,Naver,5,5,0,0.1189,0.3095,0
2025-09-05,신규 탐색,Instagram,0,0,1,0.1036,0.3164,0
2025-09-05,가격 민감,Meta,0,0,0,0.1544,0.4152,0
2025-09-05,가격 민감,Google,0,0,0,0.1806,0.3692,0
2025-09-05,가격 민감,Naver,2,2,0,0.1777,0.4,0
2025-09-05,가격 민감,Instagram,0,0,1,0.1869,0.3226,0
2025-09-05,재구매 후보,Meta,4,5,2,0.3117,0.2115,0
2025-09-05,재구매 후보,Google,3,3,2,0.374,0.2624,0
2025-09-05,재구매 후보,Naver,0,0,0,0.3288,0.2544,0
2025-09-05,재구매 후보,Instagram,0,0,0,0.3134,0.257,0
2025-09-05,VIP,Meta,0,0,0,0.4952,0.1883,0
2025-09-05,VIP,Google,2,2,2,0.5469,0.1472,0
2025-09-05,VIP,Naver,0,0,0,0.5035,0.1321,0
2025-09-05,VIP,Instagram,0,0,0,0.5183,0.1295,0
2025-09-05,휴면 복귀,Meta,0,0,0,0.1884,0.3445,0
2025-09-05,휴면 복귀,Google,2,2,1,0.2436,0.3074,0
2025-09-05,휴면 복귀,Naver,0,0,0,0.2634,0.29,0
2025-09-05,휴면 복귀,Instagram,0,0,0,0.2157,0.3271,0
2025-09-06,신규 탐색,Meta,1,1,0,0.0924,0.3182,0
2025-09-06,신규 탐색,Google,6,7,1,0.1555,0.3015,0
2025-09-06,신규 탐색,Naver,0,0,0,0.1026,0.2835,0
2025-09-06,신규 탐색,Instagram,4,4,0,0.088,0.2742,0
2025-09-06,가격 민감,Meta,3,3,0,0.1584,0.374,0
2025-09-06,가격 민감,Google,0,0,0,0.1921,0.3883,0
2025-09-06,가격 민감,Naver,0,0,1,0.1691,0.3641,0
2025-09-06,가격 민감,Instagram,0,0,0,0.1708,0.3836,0
2025-09-06,재구매 후보,Meta,3,3,0,0.3763,0.2553,0
2025-09-06,재구매 후보,Google,2,2,1,0.3905,0.2361,1
2025-09-06,재구매 후보,Naver,4,5,0,0.3419,0.2734,0
2025-09-06,재구매 후보,Instagram,2,2,2,0.3588,0.2167,0
2025-09-06,VIP,Meta,1,1,0,0.4921,0.1652,0
2025-09-06,VIP,Google,3,3,2,0.5347,0.1737,0
2025-09-06,VIP,Naver,1,1,1,0.5592,0.1824,0
2025-09-06,VIP,Instagram,0,0,0,0.5157,0.1235,0
2025-09-06,휴면 복귀,Meta,0,0,2,0.2521,0.3325,0
2025-09-06,휴면 복귀,Google,0,0,0,0.213,0.3364,0
2025-09-06,휴면 복귀,Naver,3,3,2,0.2544,0.3345,1
2025-09-06,휴면 복귀,Instagram,1,1,0,0.2164,0.3296,0
2025-09-07,신규 탐색,Meta,0,0,1,0.0959,0.3323,0
2025-09-07,신규 탐색,Google,4,5,0,0.1798,0.2796,0
2025-09-07,신규 탐색,Naver,1,1,0,0.1537,0.2795,0
2025-09-07,신규 탐색,Instagram,1,1,0,0.0888,0.3042,0
2025-09-07,가격 민감,Meta,0,0,0,0.184,0.4019,0
2025-09-07,가격 민감,Google,2,2,2,0.1779,0.4181,0
2025-09-07,가격 민감,Naver,1,1,2,0.1784,0.375,0
2025-09-07,가격 민감,Instagram,0,0,0,0.1949,0.4029,0
2025-09-07,재구매 후보,Meta,0,0,0,0.399,0.2684,0
2025-09-07,재구매 후보,Google,2,2,0,0.3715,0.2454,0
2025-09-07,재구매 후보,Naver,1,1,1,0.3749,0.219,0
2025-09-07,재구매 후보,Instagram,1,1,0,0.3169,0.2043,0
2025-09-07,VIP,Meta,2,2,3,0.5138,0.1835,0
2025-09-07,VIP,Google,0,0,0,0.4679,0.1717,0
2025-09-07,VIP,Naver,0,0,0,0.4712,0.1491,0
2025-09-07,VIP,Instagram,0,0,0,0.5232,0.1614,0
2025-09-07,휴면 복귀,Meta,6,6,3,0.189,0.3161,1
2025-09-07,휴면 복귀,Google,0,0,0,0.226,0.3483,0
2025-09-07,휴면 복귀,Naver,0,0,0,0.2136,0.2937,0
2025-09-07,휴면 복귀,Instagram,0,0,1,0.237,0.3333,0
2025-09-08,신규 탐색,Meta,4,4,1,0.1265,0.2837,0
2025-09-08,신규 탐색,Google,1,1,3,0.1766,0.3273,1
2025-09-08,신규 탐색,Naver,0,0,0,0.1144,0.3217,0
2025-09-08,신규 탐색,Instagram,3,3,0,0.11,0.3601,1
2025-09-08,가격 민감,Meta,0,0,1,0.1948,0.3709,0
2025-09-08,가격 민감,Google,2,2,0,0.1801,0.3448,0
2025-09-08,가격 민감,Naver,5,6,3,0.1839,0.4017,2
2025-09-08,가격 민감,Instagram,1,1,1,0.1324,0.3957,0
2025-09-08,재구매 후보,Meta,0,0,0,0.3617,0.2401,0
2025-09-08,재구매 후보,Google,3,3,1,0.3393,0.244,0
2025-09-08,재구매 후보,Naver,1,1,1,0.3315,0.2568,0
2025-09-08,재구매 후보,Instagram,0,0,0,0.3304,0.2387,0
2025-09-08,VIP,Meta,0,0,0,0.5066,0.146,0
2025-09-08,VIP,Google,0,0,0,0.5422,0.1936,0
2025-09-08,VIP,Naver,0,0,0,0.4785,0.1617,0
2025-09-08,VIP,Instagram,1,1,0,0.5024,0.1588,0
2025-09-08,휴면 복귀,Meta,1,1,0,0.256,0.2722,0
2025-09-08,휴면 복귀,Google,1,1,0,0.2114,0.3095,0
2025-09-08,휴면 복귀,Naver,2,2,0,0.2477,0.3185,0
2025-09-08,휴면 복귀,Instagram,0,0,0,0.2213,0.3727,0
2025-09-09,신규 탐색,Meta,3,3,0,0.1627,0.323,0
2025-09-09,신규 탐색,Google,3,3,0,0.1605,0.2911,0
2025-09-09,신규 탐색,Naver,2,2,0,0.1284,0.3469,0
2025-09-09,신규 탐색,Instagram,1,1,0,0.141,0.2517,0
2025-09-09,가격 민감,Meta,4,4,1,0.2051,0.3804,0
2025-09-09,가격 민감,Google,5,6,0,0.1665,0.4018,0
2025-09-09,가격 민감,Naver,0,0,0,0.1376,0.392,0
2025-09-09,가격 민감,Instagram,3,3,3,0.2083,0.3512,0
2025-09-09,재구매 후보,Meta,0,0,0,0.3123,0.2618,0
2025-09-09,재구매 후보,Google,0,0,0,0.3804,0.2254,0
2025-09-09,재구매 후보,Naver,0,0,0,0.3516,0.198,0
2025-09-09,재구매 후보,Instagram,0,0,0,0.3525,0.2738,0
2025-09-09,VIP,Meta,1,1,2,0.5038,0.1647,0
2025-09-09,VIP,Google,0,0,0,0.449,0.1487,0
2025-09-09,VIP,Naver,0,0,0,0.5148,0.1771,0
2025-09-09,VIP,Instagram,0,0,0,0.5209,0.1698,0
2025-09-09,휴면 복귀,Meta,0,0,0,0.2089,0.3384,0
2025-09-09,휴면 복귀,Google,1,1,0,0.2472,0.3717,0
2025-09-09,휴면 복귀,Naver,0,0,0,0.2054,0.352,0
2025-09-09,휴면 복귀,Instagram,0,0,1,0.2382,0.3622,0
2025-09-10,신규 탐색,Meta,0,0,3,0.1058,0.3283,0
2025-09-10,신규 탐색,Google,3,3,4,0.1064,0.3009,0
2025-09-10,신규 탐색,Naver,0,0,0,0.0675,0.3246,0
2025-09-10,신규 탐색,Instagram,0,0,0,0.1059,0.2941,0
2025-09-10,가격 민감,Meta,0,0,1,0.1705,0.408,0
2025-09-10,가격 민감,Google,1,1,0,0.1478,0.3927,0
2025-09-10,가격 민감,Naver,0,0,0,0.2132,0.3876,0
2025-09-10,가격 민감,Instagram,0,0,0,0.1658,0.3873,0
2025-09-10,재구매 후보,Meta,0,0,2,0.3235,0.2669,0
2025-09-10,재구매 후보,Google,1,1,0,0.3297,0.2544,0
2025-09-10,재구매 후보,Naver,0,0,0,0.3586,0.2236,0
2025-09-10,재구매 후보,Instagram,0,0,2,0.3522,0.2611,0
2025-09-10,VIP,Meta,2,2,2,0.4849,0.1655,0
2025-09-10,VIP,Google,0,0,0,0.4982,0.1768,0
2025-09-10,VIP,Naver,3,3,1,0.4597,0.157,0
2025-09-10,VIP,Instagram,0,0,0,0.5354,0.1989,0
2025-09-10,휴면 복귀,Meta,2,2,0,0.3059,0.3528,0
2025-09-10,휴면 복귀,Google,0,0,0,0.2612,0.34,0
2025-09-10,휴면 복귀,Naver,1,1,0,0.2935,0.3194,0
2025-09-10,휴면 복귀,Instagram,0,0,0,0.243,0.345,0
2025-09-11,신규 탐색,Meta,2,2,0,0.0811,0.3411,0
2025-09-11,신규 탐색,Google,6,7,1,0.1541,0.3139,0
2025-09-11,신규 탐색,Naver,1,1,3,0.1292,0.2713,0
2025-09-11,신규 탐색,Instagram,3,4,0,0.1143,0.2792,0
2025-09-11,가격 민감,Meta,1,1,0,0.1548,0.3531,1
2025-09-11,가격 민감,Google,0,0,0,0.1583,0.3551,0
2025-09-11,가격 민감,Naver,0,0,0,0.1977,0.3828,0
2025-09-11,가격 민감,Instagram,1,1,0,0.1386,0.3662,0
2025-09-11,재구매 후보,Meta,3,3,0,0.3608,0.2464,1
2025-09-11,재구매 후보,Google,4,5,3,0.3739,0.2519,0
2025-09-11,재구매 후보,Naver,0,0,0,0.3507,0.2421,0
2025-09-11,재구매 후보,Instagram,0,0,0,0.3512,0.1993,0
2025-09-11,VIP,Meta,0,0,0,0.4982,0.1453,0
2025-09-11,VIP,Google,0,0,1,0.5471,0.1699,0
2025-09-11,VIP,Naver,1,1,2,0.542,0.2209,0
2025-09-11,VIP,Instagram,3,3,2,0.5282,0.1593,0
2025-09-11,휴면 복귀,Meta,0,0,0,0.189,0.3663,0
2025-09-11,휴면 복귀,Google,0,0,1,0.219,0.336,0
2025-09-11,휴면 복귀,Naver,1,1,3,0.2395,0.3432,0
2025-09-11,휴면 복귀,Instagram,0,0,1,0.2358,0.2979,0
2025-09-12,신규 탐색,Meta,0,0,0,0.0882,0.2936,0
2025-09-12,신규 탐색,Google,2,2,0,0.1511,0.2946,0
2025-09-12,신규 탐색,Naver,3,3,1,0.1706,0.3258,1
2025-09-12,신규 탐색,Instagram,0,0,0,0.1243,0.303,0
2025-09-12,가격 민감,Meta,0,0,1,0.1725,0.3976,0
2025-09-12,가격 민감,Google,0,0,0,0.1373,0.3463,0
2025-09-12,가격 민감,Naver,0,0,0,0.1519,0.391,0
2025-09-12,가격 민감,Instagram,0,0,0,0.1888,0.4149,0
2025-09-12,재구매 후보,Meta,0,0,1,0.3462,0.239,0
2025-09-12,재구매 후보,Google,1,1,0,0.3962,0.2624,0
2025-09-12,재구매 후보,Naver,0,0,0,0.3202,0.2325,0
2025-09-12,재구매 후보,Instagram,1,1,0,0.3285,0.2383,0
2025-09-12,VIP,Meta,0,0,0,0.5055,0.1413,0
2025-09-12,VIP,Google,0,0,0,0.5244,0.1837,0
2025-09-12,VIP,Naver,3,3,2,0.4977,0.1997,1
2025-09-12,VIP,Instagram,0,0,2,0.519,0.1517,0
2025-09-12,휴면 복귀,Meta,0,0,1,0.2578,0.3275,0
2025-09-12,휴면 복귀,Google,0,0,0,0.2658,0.3299,0
2025-09-12,휴면 복귀,Naver,0,0,1,0.2623,0.3182,0
2025-09-12,휴면 복귀,Instagram,0,0,0,0.2757,0.3121,0
2025-09-13,신규 탐색,Meta,2,2,0,0.1089,0.2995,0
2025-09-13,신규 탐색,Google,0,0,0,0.1608,0.3146,0
2025-09-13,신규 탐색,Naver,2,2,0,0.1038,0.3056,1
2025-09-13,신규 탐색,Instagram,0,0,3,0.1369,0.3199,0
2025-09-13,가격 민감,Meta,0,0,0,0.1679,0.3963,0
2025-09-13,가격 민감,Google,0,0,1,0.1594,0.3772,0
2025-09-13,가격 민감,Naver,0,0,0,0.2056,0.4209,0
2025-09-13,가격 민감,Instagram,3,3,0,0.2133,0.4135,0
2025-09-13,재구매 후보,Meta,0,0,1,0.3894,0.256,0
2025-09-13,재구매 후보,Google,4,4,1,0.4238,0.2163,0
2025-09-13,재구매 후보,Naver,4,4,1,0.3393,0.2178,0
2025-09-13,재구매 후보,Instagram,0,0,0,0.3574,0.2593,0
2025-09-13,VIP,Meta,0,0,0,0.5377,0.1362,0
2025-09-13,VIP,Google,1,1,0,0.5032,0.2047,0
2025-09-13,VIP,Naver,2,2,0,0.4884,0.1716,0
2025-09-13,VIP,Instagram,0,0,0,0.568,0.1575,0
2025-09-13,휴면 복귀,Meta,3,3,2,0.1864,0.3536,0
2025-09-13,휴면 복귀,Google,3,3,0,0.226,0.3337,0
2025-09-13,휴면 복귀,Naver,0,0,0,0.2754,0.317,0
2025-09-13,휴면 복귀,Instagram,0,0,3,0.2123,0.3169,0
2025-09-14,신규 탐색,Meta,0,0,0,0.1265,0.2748,0
2025-09-14,신규 탐색,Google,1,1,0,0.1485,0.3169,0
2025-09-14,신규 탐색,Naver,0,0,1,0.1124,0.305,0
2025-09-14,신규 탐색,Instagram,5,6,3,0.1413,0.3691,2
2025-09-14,가격 민감,Meta,2,2,0,0.2223,0.3546,0
2025-09-14,가격 민감,Google,2,2,0,0.2023,0.3985,0
2025-09-14,가격 민감,Naver,3,3,0,0.1552,0.3656,1
2025-09-14,가격 민감,Instagram,1,1,0,0.1849,0.3952,0
2025-09-14,재구매 후보,Meta,0,0,0,0.3693,0.2238,0
2025-09-14,재구매 후보,Google,0,0,0,0.4024,0.2167,0
2025-09-14,재구매 후보,Naver,0,0,0,0.367,0.2777,0
2025-09-14,재구매 후보,Instagram,2,2,0,0.3495,0.2345,0
2025-09-14,VIP,Meta,0,0,0,0.5087,0.1533,0
2025-09-14,VIP,Google,2,2,2,0.5341,0.1337,0
2025-09-14,VIP,Naver,2,2,2,0.4973,0.1417,0
2025-09-14,VIP,Instagram,1,1,2,0.5151,0.1473,0
2025-09-14,휴면 복귀,Meta,2,2,0,0.1958,0.3554,1
2025-09-14,휴면 복귀,Google,0,0,0,0.2312,0.3235,0
2025-09-14,휴면 복귀,Naver,0,0,0,0.2707,0.334,0
2025-09-14,휴면 복귀,Instagram,1,1,1,0.32,0.3168,0
2025-09-15,신규 탐색,Meta,4,4,3,0.0903,0.3144,0
2025-09-15,신규 탐색,Google,0,0,0,0.1399,0.2761,0
2025-09-15,신규 탐색,Naver,1,1,3,0.144,0.3495,0
2025-09-15,신규 탐색,Instagram,3,3,0,0.1095,0.3229,0
2025-09-15,가격 민감,Meta,0,0,2,0.1394,0.3843,0
2025-09-15,가격 민감,Google,3,3,1,0.1762,0.3692,0
2025-09-15,가격 민감,Naver,1,1,0,0.1777,0.3985,1
2025-09-15,가격 민감,Instagram,2,2,0,0.1939,0.3961,0
2025-09-15,재구매 후보,Meta,0,0,0,0.3289,0.2344,0
2025-09-15,재구매 후보,Google,4,5,0,0.359,0.2391,0
2025-09-15,재구매 후보,Naver,4,5,4,0.2948,0.2336,0
2025-09-15,재구매 후보,Instagram,0,0,4,0.3326,0.2551,0
2025-09-15,VIP,Meta,0,0,0,0.5309,0.1576,0
2025-09-15,VIP,Google,0,0,0,0.506,0.1734,0
2025-09-15,VIP,Naver,2,2,1,0.5323,0.1024,0
2025-09-15,VIP,Instagram,0,0,3,0.5136,0.1227,0
2025-09-15,휴면 복귀,Meta,0,0,0,0.1876,0.351,0
2025-09-15,휴면 복귀,Google,4,4,0,0.2123,0.3339,0
2025-09-15,휴면 복귀,Naver,3,3,2,0.2426,0.3463,0
2025-09-15,휴면 복귀,Instagram,0,0,0,0.2238,0.3437,0
2025-09-16,신규 탐색,Meta,0,0,0,0.0878,0.2937,0
2025-09-16,신규 탐색,Google,0,0,0,0.1293,0.376,0
2025-09-16,신규 탐색,Naver,4,4,2,0.0905,0.3064,2
2025-09-16,신규 탐색,Instagram,0,0,0,0.0825,0.2909,0
2025-09-16,가격 민감,Meta,1,1,0,0.1696,0.3901,0
2025-09-16,가격 민감,Google,2,2,0,0.2062,0.3619,0
2025-09-16,가격 민감,Naver,4,5,0,0.1952,0.3641,2
2025-09-16,가격 민감,Instagram,0,0,0,0.1171,0.3954,0
2025-09-16,재구매 후보,Meta,1,1,0,0.3563,0.2767,1
2025-09-16,재구매 후보,Google,1,1,0,0.3908,0.2607,0
2025-09-16,재구매 후보,Naver,3,3,0,0.3483,0.2079,2
2025-09-16,재구매 후보,Instagram,4,5,4,0.327,0.2707,1
2025-09-16,VIP,Meta,0,0,0,0.5267,0.1486,0
2025-09-16,VIP,Google,1,1,2,0.5633,0.1562,0
2025-09-16,VIP,Naver,0,0,1,0.5718,0.1205,0
2025-09-16,VIP,Instagram,1,1,0,0.5366,0.1808,0
2025-09-16,휴면 복귀,Meta,1,1,0,0.2585,0.3295,0
2025-09-16,휴면 복귀,Google,0,0,0,0.2046,0.3219,0
2025-09-16,휴면 복귀,Naver,2,2,0,0.2306,0.3393,0
2025-09-16,휴면 복귀,Instagram,4,4,1,0.2917,0.3314,0
2025-09-17,신규 탐색,Meta,2,2,3,0.1731,0.323,0
2025-09-17,신규 탐색,Google,2,2,0,0.1563,0.3111,0
